iter	Passed	Remaining
179	4730	21552
180	4781	21636
181	4820	21666
182	4883	21800
183	4934	21884
184	4964	21871
185	4989	21836
186	5014	21799
187	5038	21761
188	5063	21725
189	5087	21687
190	5111	21649
191	5135	21610
192	5159	21572
193	5187	21550
194	5211	21512
195	5235	21475
196	5259	21437
197	5283	21400
198	5307	21364
199	5331	21325
200	5355	21289
201	5379	21251
202	5403	21216
203	5429	21186
204	5453	21150
205	5478	21114
206	5502	21078
207	5526	21042
208	5550	21007
209	5574	20970
210	5598	20936
211	5622	20899
212	5646	20863
213	5670	20826
214	5694	20791
215	5720	20761
216	5744	20726
217	5768	20691
218	5792	20656
219	5818	20629
220	5842	20593
221	5866	20559
222	5890	20523
223	5914	20489
224	5938	20454
225	5962	20420
226	5986	20387
227	6010	20351
228	6034	20316
229	6058	20283
230	6082	20248
231	6106	20213
232	6131	20183
233	6177	20223
234	6210	20218
235	6236	20190
236	6261	20157
237	6285	20124
238	6309	20091
239	6334	20059
240	6367	20052
241	6405	20064
242	6431	20037
243	6456	20003
244	6483	19978
245	6519	19983
246	6553	19977
247	6586	19972
248	6629	19995
249	6655	19965
250	6680	19934
251	6702	19895
252	6723	19851
253	6744	19808
254	6765	19765
255	6787	19725
256	6809	19687
257	6830	19645
258	6851	19602
259	6873	19562
260	6894	19520
261	6915	19478
262	6936	19436
263	6957	19395
264	6978	19354
265	6999	19314
266	7020	19273
267	7041	19233
268	7063	19193
269	7084	19154
270	7106	19115
271	7127	19076
272	7148	19036
273	7172	19004
274	7193	18964
275	7214	18924
276	7235	18884
277	7256	18845
278	7277	18807
279	7298	18767
280	7319	18729
281	7341	18691
282	7362	18652
283	7383	18614
284	7405	18579
285	7426	18540
286	7447	18502
287	7468	18463
288	7490	18426
289	7511	18390
290	7532	18352
291	7553	18315
292	7574	18276
293	7595	18239
294	7617	18204
295	7638	18167
296	7659	18130
297	7680	18093
298	7701	18057
299	7723	18020
300	7744	17983
301	7765	17947
302	7787	17913
303	7808	17878
304	7829	17841
305	7851	17805
306	7872	17769
307	7893	17734
308	7914	17698
309	7935	17662
310	7956	17626
311	7977	17591
312	7998	17555
313	8019	17520
314	8040	17485
315	8062	17451
316	8083	17416
317	8104	17381
318	8125	17347
319	8150	17319
320	8171	17284
321	8192	17249
322	8213	17214
323	8234	17180
324	8255	17145
325	8276	17111
326	8300	17084
327	8322	17050
328	8343	17017
329	8364	16983
330	8386	16949
331	8407	16915
332	8428	16882
333	8449	16848
334	8470	16814
335	8491	16780
336	8512	16746
337	8533	16712
338	8553	16678
339	8575	16646
340	8600	16621
341	8621	16588
342	8642	16554
343	8663	16521
344	8684	16488
345	8705	16455
346	8727	16423
347	8748	16390
348	8769	16357
349	8791	16327
350	8812	16295
351	8834	16263
352	8855	16230
353	8876	16198
354	8901	16173
355	8922	16141
356	8943	16109
357	8965	16077
358	8986	16045
359	9007	16013
360	9028	15981
361	9050	15950
362	9071	15918
363	9092	15886
364	9113	15854
365	9137	15828
366	9158	15796
367	9179	15765
368	9221	15769
369	9270	15784
370	9311	15786
371	9359	15799
372	9407	15812
373	9456	15828
374	9503	15838
375	9543	15838
376	9583	15837
377	9607	15808
378	9629	15778
379	9650	15745
380	9671	15713
381	9693	15681
382	9725	15666
383	9760	15658
384	9805	15663
385	9850	15669
386	9875	15642
387	9905	15624
388	9937	15608
389	9974	15601
390	9997	15571
391	10019	15540
392	10041	15509
393	10062	15476
394	10084	15445
395	10106	15415
396	10130	15386
397	10150	15353
398	10171	15321
399	10192	15289
400	10213	15257
401	10234	15225
402	10255	15193
403	10277	15161
404	10297	15129
405	10319	15097
406	10340	15065
407	10361	15033
408	10382	15002
409	10403	14970
410	10424	14938
411	10446	14908
412	10467	14877
413	10488	14845
414	10509	14814
415	10530	14783
416	10563	14768
417	10595	14752
418	10641	14755
419	10667	14731
420	10689	14700
421	10710	14669
422	10731	14638
423	10753	14609
424	10774	14577
425	10795	14546
426	10820	14520
427	10843	14492
428	10868	14466
429	10891	14436
430	10912	14406
431	10933	14375
432	10954	14344
433	10975	14314
434	10996	14283
435	11018	14252
436	11039	14222
437	11060	14191
438	11080	14160
439	11103	14132
440	11125	14101
441	11146	14071
442	11167	14041
443	11188	14010
444	11209	13980
445	11230	13950
446	11251	13919
447	11272	13889
448	11293	13859
449	11315	13829
450	11336	13799
451	11357	13769
452	11378	13740
453	11400	13711
454	11422	13681
455	11443	13651
456	11464	13621
457	11485	13592
458	11506	13562
459	11528	13533
460	11549	13504
461	11571	13474
462	11592	13444
463	11613	13415
464	11634	13385
465	11655	13356
466	11676	13326
467	11697	13296
468	11718	13267
469	11740	13239
470	11761	13210
471	11783	13181
472	11804	13151
473	11825	13122
474	11846	13093
475	11867	13064
476	11888	13035
477	11909	13005
478	11930	12976
479	11951	12947
480	11972	12918
481	11993	12889
482	12015	12860
483	12036	12831
484	12057	12803
485	12078	12774
486	12102	12748
487	12123	12719
488	12145	12691
489	12166	12662
490	12187	12634
491	12208	12605
492	12229	12577
493	12251	12548
494	12272	12520
495	12293	12492
496	12315	12463
497	12336	12435
498	12357	12407
499	12378	12378
500	12399	12350
501	12420	12321
502	12442	12293
503	12463	12265
504	12484	12237
505	12505	12209
506	12533	12187
507	12560	12164
508	12581	12136
509	12602	12108
510	12623	12079
511	12645	12052
512	12666	12024
513	12687	11996
514	12708	11968
515	12729	11940
516	12752	11913
517	12773	11885
518	12795	11858
519	12816	11830
520	12837	11802
521	12859	11775
522	12879	11747
523	12900	11719
524	12921	11691
525	12942	11663
526	12964	11635
527	12986	11608
528	13007	11581
529	13028	11553
530	13049	11526
531	13070	11498
532	13095	11473
533	13116	11446
534	13137	11418
535	13158	11391
536	13179	11363
537	13200	11335
538	13221	11308
539	13242	11280
540	13263	11253
541	13286	11227
542	13306	11199
543	13327	11171
544	13348	11144
545	13371	11118
546	13392	11090
547	13414	11064
548	13435	11037
549	13456	11010
550	13477	10982
551	13498	10955
552	13519	10928
553	13542	10902
554	13563	10875
555	13584	10848
556	13605	10820
557	13626	10793
558	13647	10766
559	13668	10739
560	13690	10712
561	13710	10685
562	13733	10659
563	13754	10633
564	13776	10607
565	13798	10580
566	13819	10553
567	13840	10526
568	13861	10500
569	13882	10473
570	13903	10446
571	13924	10419
572	13945	10392
573	13966	10365
574	13987	10338
575	14008	10311
576	14030	10285
577	14051	10258
578	14072	10232
579	14096	10207
580	14117	10181
581	14139	10154
582	14160	10128
583	14180	10101
584	14201	10074
585	14222	10047
586	14243	10021
587	14264	9995
588	14286	9968
589	14307	9942
590	14328	9915
591	14349	9889
592	14370	9863
593	14391	9836
594	14413	9811
595	14434	9784
596	14455	9758
597	14476	9731
598	14497	9705
599	14519	9679
600	14540	9653
601	14561	9627
602	14582	9600
603	14603	9574
604	14623	9547
605	14644	9521
606	14666	9495
607	14687	9469
608	14710	9444
609	14731	9418
610	14752	9392
611	14773	9366
612	14794	9340
613	14816	9314
614	14837	9288
615	14858	9262
616	14879	9236
617	14900	9210
618	14921	9184
619	14942	9158
620	14963	9132
621	14983	9105
622	15005	9080
623	15026	9054
624	15047	9028
625	15070	9004
626	15091	8978
627	15113	8952
628	15134	8926
629	15156	8901
630	15177	8875
631	15198	8849
632	15219	8823
633	15239	8797
634	15260	8771
635	15283	8747
636	15304	8721
637	15325	8695
638	15348	8670
639	15369	8645
640	15390	8619
641	15411	8593
642	15431	8567
643	15452	8542
644	15474	8516
645	15497	8492
646	15518	8466
647	15539	8441
648	15560	8415
649	15581	8390
650	15603	8364
651	15624	8339
652	15644	8313
653	15666	8288
654	15687	8262
655	15709	8237
656	15730	8212
657	15751	8186
658	15772	8161
659	15793	8135
660	15814	8110
661	15834	8084
662	15855	8059
663	15876	8033
664	15897	8008
665	15918	7983
666	15939	7957
667	15961	7933
668	15983	7907
669	16003	7882
670	16024	7857
671	16045	7831
672	16069	7807
673	16089	7782
674	16110	7756
675	16131	7731
676	16152	7706
677	16173	7681
678	16194	7656
679	16216	7631
680	16237	7605
681	16258	7580
682	16282	7557
683	16303	7532
684	16324	7506
685	16345	7481
686	16366	7456
687	16389	7432
688	16410	7407
689	16434	7383
690	16455	7358
691	16476	7333
692	16498	7308
693	16519	7283
694	16543	7260
695	16565	7235
696	16586	7210
697	16607	7185
698	16628	7160
699	16649	7135
700	16670	7110
701	16693	7086
702	16714	7061
703	16736	7037
704	16758	7012
705	16779	6987
706	16800	6962
707	16821	6937
708	16843	6913
709	16864	6888
710	16885	6863
711	16906	6838
712	16926	6813
713	16947	6788
714	16968	6763
715	16990	6739
716	17011	6714
717	17032	6689
718	17056	6665
719	17078	6641
720	17099	6616
721	17120	6592
722	17141	6567
723	17162	6542
724	17183	6517
725	17204	6493
726	17225	6468
727	17246	6443
728	17267	6418
729	17288	6394
730	17309	6369
731	17332	6345
732	17353	6321
733	17374	6296
734	17395	6272
735	17417	6247
736	17438	6222
737	17459	6198
738	17480	6173
739	17501	6149
740	17522	6124
741	17543	6100
742	17564	6075
743	17586	6051
744	17607	6026
745	17628	6002
746	17649	5977
747	17670	5953
748	17728	5941
749	17751	5917
750	17772	5892
751	17793	5867
752	17814	5843
753	17835	5818
754	17856	5794
755	17877	5769
756	17898	5745
757	17919	5720
758	17940	5696
759	17961	5672
760	17982	5647
761	18003	5623
762	18025	5598
763	18049	5575
764	18070	5551
765	18092	5526
766	18113	5502
767	18135	5478
768	18156	5453
769	18177	5429
770	18198	5405
771	18220	5381
772	18241	5356
773	18262	5332
774	18283	5308
775	18304	5283
776	18326	5259
777	18351	5236
778	18391	5217
779	18414	5193
780	18443	5171
781	18465	5147
782	18486	5123
783	18507	5098
784	18528	5074
785	18549	5050
786	18570	5026
787	18591	5001
788	18612	4977
789	18633	4953
790	18655	4929
791	18677	4905
792	18698	4880
793	18719	4856
794	18740	4832
795	18762	4808
796	18782	4784
797	18803	4759
798	18824	4735
799	18845	4711
800	18867	4687
801	18888	4663
802	18909	4639
803	18931	4615
804	18953	4591
805	18974	4567
806	18995	4542
807	19016	4518
808	19040	4495
809	19061	4471
810	19082	4447
811	19103	4422
812	19124	4398
813	19145	4374
814	19166	4350
815	19187	4326
816	19208	4302
817	19231	4278
818	19252	4254
819	19273	4230
820	19294	4206
821	19317	4183
822	19338	4159
823	19360	4135
824	19380	4111
825	19401	4087
826	19423	4063
827	19444	4039
828	19465	4015
829	19486	3991
830	19507	3967
831	19529	3943
832	19550	3919
833	19570	3895
834	19591	3871
835	19612	3847
836	19634	3823
837	19656	3799
838	19679	3776
839	19700	3752
840	19722	3728
841	19743	3704
842	19765	3681
843	19786	3657
844	19807	3633
845	19828	3609
846	19849	3585
847	19870	3561
848	19891	3537
849	19912	3513
850	19933	3490
851	19954	3466
852	19975	3442
853	19997	3418
854	20020	3395
855	20042	3371
856	20064	3347
857	20085	3324
858	20106	3300
859	20128	3276
860	20149	3252
861	20170	3229
862	20191	3205
863	20213	3181
864	20234	3158
865	20256	3134
866	20277	3110
867	20298	3086
868	20319	3063
869	20340	3039
870	20361	3015
871	20382	2991
872	20402	2968
873	20423	2944
874	20444	2920
875	20465	2896
876	20486	2873
877	20511	2850
878	20532	2826
879	20553	2802
880	20574	2779
881	20595	2755
882	20616	2731
883	20638	2708
884	20661	2684
885	20682	2661
886	20703	2637
887	20725	2613
888	20746	2590
889	20769	2566
890	20790	2543
891	20811	2519
892	20832	2496
893	20853	2472
894	20874	2449
895	20895	2425
896	20916	2401
897	20938	2378
898	20962	2355
899	20983	2331
900	21004	2307
901	21025	2284
902	21046	2260
903	21067	2237
904	21088	2213
905	21109	2190
906	21130	2166
907	21151	2143
908	21173	2119
909	21194	2096
910	21215	2072
911	21236	2049
912	21259	2025
913	21280	2002
914	21301	1978
915	21322	1955
916	21343	1931
917	21364	1908
918	21386	1885
919	21408	1861
920	21428	1838
921	21449	1814
922	21470	1791
923	21491	1767
924	21513	1744
925	21534	1720
926	21555	1697
927	21576	1674
928	21599	1650
929	21621	1627
930	21641	1603
931	21663	1580
932	21684	1557
933	21705	1533
934	21726	1510
935	21747	1487
936	21768	1463
937	21789	1440
938	21810	1416
939	21831	1393
940	21852	1370
941	21873	1346
942	21895	1323
943	21916	1300
944	21937	1276
945	21961	1253
946	21982	1230
947	22003	1206
948	22024	1183
949	22045	1160
950	22066	1136
951	22087	1113
952	22108	1090
953	22129	1067
954	22150	1043
955	22171	1020
956	22192	997
957	22214	973
958	22235	950
959	22256	927
960	22277	904
961	22298	880
962	22319	857
963	22341	834
964	22362	811
965	22383	787
966	22404	764
967	22425	741
968	22446	718
969	22466	694
970	22488	671
971	22509	648
972	22530	625
973	22551	602
974	22572	578
975	22596	555
976	22617	532
977	22638	509
978	22659	486
979	22681	462
980	22702	439
981	22723	416
982	22744	393
983	22765	370
984	22786	347
985	22807	323
986	22828	300
987	22849	277
988	22871	254
989	22892	231
990	22912	208
991	22937	184
992	22957	161
993	22979	138
994	22999	115
995	23020	92
996	23042	69
997	23063	46
998	23084	23
999	23106	0
