iter	Logloss
132	0.3823426894
133	0.3817948476
134	0.3813836264
135	0.3808237795
136	0.3803279285
137	0.3797132358
138	0.3793296435
139	0.3789580704
140	0.3784574805
141	0.3778697859
142	0.3773133964
143	0.376980784
144	0.3763561962
145	0.3758564307
146	0.3753256118
147	0.3749220648
148	0.3745817365
149	0.3740411705
150	0.3735377528
151	0.3731085833
152	0.3725123337
153	0.3720953663
154	0.3716744192
155	0.3711632874
156	0.370839465
157	0.3703164856
158	0.369931967
159	0.369339623
160	0.3689863585
161	0.3685270379
162	0.3682145211
163	0.3679982424
164	0.3674888191
165	0.3670364503
166	0.3666704212
167	0.3662000942
168	0.3657999996
169	0.3653709476
170	0.3649512176
171	0.364642678
172	0.3643320542
173	0.3638528639
174	0.3635085299
175	0.3629589137
176	0.3625712128
177	0.3620987199
178	0.3617235013
179	0.3613067265
180	0.36080869
181	0.3604254875
182	0.3600756078
183	0.3597183868
184	0.3594415917
185	0.3590438828
186	0.3586585343
187	0.3583036042
188	0.3578430624
189	0.3573539128
190	0.3570292324
191	0.356705828
192	0.3563311056
193	0.3560605908
194	0.3558850155
195	0.3554240083
196	0.3551535543
197	0.3548022518
198	0.3543986618
199	0.3540748008
200	0.353751957
201	0.3535198518
202	0.3532096509
203	0.3528164873
204	0.352428204
205	0.3521779635
206	0.3517978635
207	0.3514886382
208	0.3511350796
209	0.3507876086
210	0.3504556504
211	0.3502079228
212	0.3498913564
213	0.3496158452
214	0.3493427387
215	0.3488522989
216	0.3486545532
217	0.3483401543
218	0.3479782235
219	0.3477575078
220	0.3474609309
221	0.3471566151
222	0.3469427741
223	0.3466333139
224	0.3463881442
225	0.3460329892
226	0.3455648613
227	0.3451373227
228	0.3447818638
229	0.3443895186
230	0.3440016127
231	0.3436775683
232	0.3434179012
233	0.3431202897
234	0.3428603505
235	0.342562549
236	0.3422533003
237	0.3418747293
238	0.3415189693
239	0.3411074402
240	0.3407730209
241	0.3404587629
242	0.3402511231
243	0.3399765155
244	0.3395867816
245	0.3392926255
246	0.3391374624
247	0.3387370104
248	0.3383377181
249	0.338170245
250	0.3379377592
251	0.3377259096
252	0.3375035542
253	0.3372564291
254	0.3370236856
255	0.3367346853
256	0.3364810667
257	0.3362305342
258	0.3359434869
259	0.3355703524
260	0.3352056333
261	0.3349923694
262	0.3348672357
263	0.3345426105
264	0.3343641952
265	0.3341846074
266	0.3339140902
267	0.3335125842
268	0.3331096471
269	0.3327834636
270	0.3324710984
271	0.3322208044
272	0.3319501057
273	0.3316031142
274	0.3313459175
275	0.3311013594
276	0.3306947669
277	0.3304736308
278	0.3302522077
279	0.3300330543
280	0.3298898771
281	0.3296850282
282	0.3293633624
283	0.329070546
284	0.3288542579
285	0.3286755645
286	0.3284698519
287	0.3282221312
288	0.3278547685
289	0.327486375
290	0.3271642518
291	0.3267905105
292	0.3266306195
293	0.3263233405
294	0.326127022
295	0.3258168179
296	0.3255839184
297	0.3252839967
298	0.3249988187
299	0.3247902602
300	0.3245493164
301	0.3243407315
302	0.3239559177
303	0.3236867808
304	0.3234270672
305	0.323170195
306	0.3229531576
307	0.3226275493
308	0.3223875825
309	0.3221493566
310	0.3220060518
311	0.3217424206
312	0.3216214575
313	0.321348758
314	0.3209724829
315	0.3207208443
316	0.3204138057
317	0.3201293397
318	0.3198703054
319	0.3196547295
320	0.319324823
321	0.3191355016
322	0.3188669085
323	0.3186613296
324	0.3183424203
325	0.3182034919
326	0.3180336526
327	0.3178063319
328	0.3174973263
329	0.3172683122
330	0.317107506
331	0.3167107504
332	0.3164975771
333	0.3163096092
334	0.3161226703
335	0.3158543583
336	0.3156086657
337	0.3154131597
338	0.315147729
339	0.3149332174
340	0.3147751538
341	0.3144978729
342	0.3141650476
343	0.3139432488
344	0.3137067746
345	0.3136022971
346	0.3134070476
347	0.3132641931
348	0.3130941091
349	0.3128905074
350	0.3126984675
351	0.3125161708
352	0.3122732857
353	0.311979626
354	0.3117071084
355	0.311550106
356	0.3113638554
357	0.311070751
358	0.3109056018
359	0.310736005
360	0.3104680663
361	0.3102383117
362	0.3099909553
363	0.3097974563
364	0.309685567
365	0.309519816
366	0.3091742477
367	0.30896314
368	0.3087175702
369	0.3085979499
370	0.3083925675
371	0.3082564289
372	0.3080685036
373	0.3077899975
374	0.3077114052
375	0.3074822908
376	0.3073150683
377	0.3070389399
378	0.3068300315
379	0.3065318328
380	0.3063344845
381	0.3061375385
382	0.3058594566
383	0.3056599807
384	0.305360437
385	0.3052612824
386	0.3050157649
387	0.3047532701
388	0.3046315239
389	0.304358495
390	0.3041439656
391	0.303875896
392	0.3036903171
393	0.3034603878
394	0.3032680367
395	0.3030081539
396	0.3027956114
397	0.3025027685
398	0.3023399852
399	0.3020644156
400	0.301903417
401	0.3016604996
402	0.3015237909
403	0.3012762901
404	0.3009768679
405	0.3006965978
406	0.3004686368
407	0.3002793007
408	0.3000217525
409	0.2998628845
410	0.2997585398
411	0.2995997881
412	0.2992814575
413	0.2990000641
414	0.2987218291
415	0.298498381
416	0.2981619853
417	0.2979888872
418	0.2977010485
419	0.297397004
420	0.2970801411
421	0.2969619016
422	0.2967141435
423	0.2964675319
424	0.2962635001
425	0.2959613667
426	0.2956005811
427	0.2954254133
428	0.2951907701
429	0.2950326058
430	0.2948570567
431	0.2946518152
432	0.2945187613
433	0.2943057318
434	0.2941338322
435	0.293889447
436	0.2937397652
437	0.2935225925
438	0.2932735739
439	0.2930341004
440	0.2928453236
441	0.2926053491
442	0.2923900512
443	0.2921235281
444	0.2918442154
445	0.2916173123
446	0.2914332662
447	0.2912478325
448	0.2910178598
449	0.2907983502
450	0.2905536628
451	0.290421258
452	0.2903141404
453	0.2900162981
454	0.2898066626
455	0.2896203567
456	0.2894441762
457	0.2892118854
458	0.2888922248
459	0.2887310785
460	0.2885162905
461	0.2883801428
462	0.2881577804
463	0.2880046034
464	0.2878735368
465	0.2876261359
466	0.287496824
467	0.287321405
468	0.2870723503
469	0.2868397511
470	0.2865114901
471	0.2862489567
472	0.2859845961
473	0.2857069922
474	0.2854241727
475	0.2852522196
476	0.2848665786
477	0.284695516
478	0.2844524505
479	0.2843068108
480	0.284170415
481	0.2839411234
482	0.2838273004
483	0.2835947319
484	0.2834659066
485	0.2834148473
486	0.2833220243
487	0.2831648991
488	0.2830190048
489	0.2829238806
490	0.2826903965
491	0.2825300555
492	0.2822855974
493	0.2821463447
494	0.2819691763
495	0.2816975333
496	0.2815394178
497	0.2813768162
498	0.2810310114
499	0.2809699965
500	0.2806638672
501	0.2804935062
502	0.2802248198
503	0.2801090208
504	0.2798134412
505	0.2795078858
506	0.2792676752
507	0.2790417855
508	0.2788557029
509	0.2787211701
510	0.2784925492
511	0.2783209148
512	0.2781661432
513	0.2779811551
514	0.2777940029
515	0.2775191885
516	0.2771535409
517	0.2769391392
518	0.2766458933
519	0.2763905487
520	0.2761155042
521	0.2758746473
522	0.2757494919
523	0.2755696869
524	0.2752210206
525	0.2751144969
526	0.2748925487
527	0.2746440174
528	0.2745197595
529	0.2742299554
530	0.2740637758
531	0.2739220653
532	0.2738274249
533	0.2736646242
534	0.2733937353
535	0.2732911862
536	0.2731318031
537	0.2729033318
538	0.2727012231
539	0.2723423735
540	0.2721846246
541	0.2719744103
542	0.2717750007
543	0.2715730991
544	0.2714269768
545	0.2711791223
546	0.2708797825
547	0.2706284743
548	0.270456581
549	0.270342089
550	0.2701501994
551	0.2699477071
552	0.2697810065
553	0.2694844037
554	0.2692954407
555	0.2691829385
556	0.2689057213
557	0.2686399051
558	0.2685268953
559	0.268281767
560	0.2680584252
561	0.2679093353
562	0.2678022134
563	0.2675213283
564	0.2673218914
565	0.2670952408
566	0.2668051125
567	0.2667217265
568	0.2664752672
569	0.2663016384
570	0.2660981605
571	0.2658448343
572	0.2656198613
573	0.2653820118
574	0.2651645077
575	0.2649629405
576	0.2647467158
577	0.2644659885
578	0.2643258957
579	0.2641149344
580	0.2639514639
581	0.263702712
582	0.2635295091
583	0.2633619298
584	0.2630679494
585	0.2628642624
586	0.2626510519
587	0.262419969
588	0.2620275682
589	0.2617871841
590	0.2614470569
591	0.2612250303
592	0.2609896293
593	0.2608659414
594	0.2606150688
595	0.2604067096
596	0.2602669902
597	0.260147047
598	0.2599087462
599	0.2597317216
600	0.2595770793
601	0.2593564879
602	0.2591922374
603	0.2590933763
604	0.2587859796
605	0.2585738626
606	0.2583393652
607	0.2581256577
608	0.2579718634
609	0.257861717
610	0.2576712448
611	0.2574029014
612	0.2572164145
613	0.2570534226
614	0.2568491685
615	0.2566231136
616	0.2563775642
617	0.2560986869
618	0.2558611396
619	0.2556242602
620	0.2554178801
621	0.255210064
622	0.2549480571
623	0.2547148423
624	0.2546007108
625	0.2545315982
626	0.2543169931
627	0.2539545281
628	0.2537859721
629	0.2536008371
630	0.2533579234
631	0.2531712839
632	0.2530675075
633	0.2530276547
634	0.2528335073
635	0.2526564521
636	0.2524365607
637	0.2522602061
638	0.2521284155
639	0.2517774581
640	0.25151218
641	0.2513302839
642	0.2510957206
643	0.2509462101
644	0.2507427243
645	0.2504476614
646	0.2502649117
647	0.2500448212
648	0.2496781706
649	0.2493924602
650	0.2491506244
651	0.2491081047
652	0.2490323877
653	0.2487250888
654	0.2484793288
655	0.2481626797
656	0.2479143223
657	0.2477433186
658	0.2475225106
659	0.2473000915
660	0.2471988249
661	0.2470656608
662	0.2467068237
663	0.2466476358
664	0.2465367596
665	0.2463873352
666	0.2461538996
667	0.2460543921
668	0.2458401152
669	0.245803911
670	0.2456533306
671	0.2454602685
672	0.2452838039
673	0.2450421985
674	0.2448542161
675	0.2445935454
676	0.2443482477
677	0.244203319
678	0.2439070473
679	0.2437121096
680	0.2435792754
681	0.2435606957
682	0.2432682227
683	0.2430977226
684	0.2427934554
685	0.2426497126
686	0.2423927179
687	0.242170085
688	0.2419159654
689	0.2417404716
690	0.241528852
691	0.2412669152
692	0.2410784754
693	0.2408908884
694	0.2408518795
695	0.2406660211
696	0.2404759571
697	0.2402251908
698	0.2398717555
699	0.2396696374
700	0.2394556662
701	0.2392049705
702	0.2390172658
703	0.238863348
704	0.2386271374
705	0.2383296648
706	0.2381279456
707	0.237913048
708	0.2377728407
709	0.2375194087
710	0.2374119287
711	0.2372912953
712	0.2372059297
713	0.2371918433
714	0.2369004598
715	0.2367287394
716	0.2365600435
717	0.2363356969
718	0.2361737823
719	0.2359648428
720	0.235787363
721	0.2356667243
722	0.2354295057
723	0.2352926619
724	0.235136519
725	0.2350691525
726	0.2349250374
727	0.2347794635
728	0.2346314821
729	0.2343978218
730	0.2341300108
731	0.2340211425
732	0.2338425616
733	0.2335554115
734	0.2335163219
735	0.2332369681
736	0.2330049413
737	0.2327971196
738	0.2326782686
739	0.2323982784
740	0.232234236
741	0.2320242079
742	0.2317969521
743	0.2315200907
744	0.2313092278
745	0.2312626769
746	0.2309707385
747	0.2307557771
748	0.2306230418
749	0.2304313043
750	0.2303295924
751	0.2302294247
752	0.2301070598
753	0.2298537113
754	0.2296857485
755	0.2295544111
756	0.2293441619
757	0.2292352997
758	0.2290108213
759	0.2287976716
760	0.2286209022
761	0.2284581693
762	0.2282264093
763	0.2280560969
764	0.2279124933
765	0.227689613
766	0.2274747875
767	0.2273812741
768	0.2271986425
769	0.2270133518
770	0.2268533895
771	0.2266400614
772	0.2264554415
773	0.2262715953
774	0.2259830107
775	0.2257999341
776	0.2257327281
777	0.2255182016
778	0.2253177812
779	0.2251519532
780	0.2250105231
781	0.2247491063
782	0.2245355371
783	0.2243962988
784	0.2242111332
785	0.2240068281
786	0.2238533059
787	0.2237951561
788	0.2235786368
789	0.2233295233
790	0.2231881061
791	0.2230831115
792	0.223018549
793	0.222783571
794	0.2226312015
795	0.2224249206
796	0.2222903898
797	0.2221163801
798	0.2219145671
799	0.2217890117
800	0.2216146892
801	0.2213809219
802	0.2210893291
803	0.2208407185
804	0.2206511772
805	0.2205165292
806	0.2203011998
807	0.2201050539
808	0.2199598384
809	0.2198480801
810	0.2196982116
811	0.2194970504
812	0.2194251148
813	0.2192276837
814	0.2190613067
815	0.2190263774
816	0.2188362718
817	0.2186103404
818	0.2184721761
819	0.2182750587
820	0.2180023789
821	0.2177983601
822	0.2177452615
823	0.2175667563
824	0.2174578281
825	0.2173914408
826	0.2172267236
827	0.217059836
828	0.2169050558
829	0.2166493976
830	0.2164458844
831	0.216290899
832	0.2160985411
833	0.2159214233
834	0.215755577
835	0.2155712113
836	0.2154293374
837	0.2152984338
838	0.2152497657
839	0.2150824439
840	0.2148077614
841	0.2147074694
842	0.2146296707
843	0.2144704561
844	0.2143110386
845	0.2141584312
846	0.2139293824
847	0.2137343444
848	0.2136264994
849	0.213486461
850	0.2134109043
851	0.2132505497
852	0.2131071935
853	0.2127762309
854	0.2126428728
855	0.2124982109
856	0.2122922476
857	0.2121159846
858	0.2119271917
859	0.2118054448
860	0.2116203619
861	0.2114257652
862	0.2112299499
863	0.2109209603
864	0.2108063014
865	0.2106013867
866	0.2104335484
867	0.2102635204
868	0.210018344
869	0.2099027847
870	0.2097044446
871	0.2095575676
872	0.2095264772
873	0.2093301108
874	0.2091877464
875	0.2090580061
876	0.2089041563
877	0.2087181672
878	0.2085603804
879	0.208418347
880	0.2083194616
881	0.2081943246
882	0.2080674252
883	0.2078062695
884	0.2077322968
885	0.2076872591
886	0.2075255765
887	0.2074309824
888	0.2072674793
889	0.2071453888
890	0.2069727927
891	0.206769142
892	0.2065332988
893	0.2063979029
894	0.2062796417
895	0.2060833663
896	0.2059511233
897	0.2057316423
898	0.2056049601
899	0.2054517254
900	0.2052217461
901	0.2051743322
902	0.2049853698
903	0.2048216392
904	0.2047311021
905	0.2045224723
906	0.2042966591
907	0.2041909872
908	0.204050857
909	0.2038565653
910	0.2037484978
911	0.2035615791
912	0.2033206839
913	0.2031407457
914	0.2030326583
915	0.2028659954
916	0.2027542582
917	0.2024750865
918	0.2022657346
919	0.2021126331
920	0.2021047608
921	0.2018571975
922	0.2016925852
923	0.2014752516
924	0.2012376308
925	0.2010148183
926	0.2008704436
927	0.2006906605
928	0.2005183263
929	0.2002860605
930	0.2001614624
931	0.2000033701
932	0.1998235683
933	0.1997052401
934	0.1995595401
935	0.1994013197
936	0.1992884715
937	0.1991637401
938	0.1988815561
939	0.198687542
940	0.1985203344
941	0.1984065548
942	0.1982777222
943	0.1981192153
944	0.1978952979
945	0.1977605482
946	0.1977204181
947	0.1975178253
948	0.1973427248
949	0.1971749727
950	0.1970375445
951	0.1968568858
952	0.1967786489
953	0.1966955414
954	0.1965974401
955	0.1964570826
956	0.1963579564
957	0.1961658007
958	0.1960434392
959	0.1959350897
960	0.1956427088
961	0.1955240377
962	0.1953598363
963	0.1952124372
964	0.1950858114
965	0.195036849
966	0.194885914
967	0.1947840354
968	0.1946396681
969	0.1944783029
970	0.1943122397
971	0.1941873368
972	0.1940613454
973	0.1939258961
974	0.1937783384
975	0.1936789988
976	0.1935750086
977	0.1934685191
978	0.1932883447
979	0.1931425573
980	0.1930212422
981	0.1929286231
982	0.192748873
983	0.1925298173
984	0.1922416827
985	0.1921669191
986	0.1919806456
987	0.1918511138
988	0.1916637094
989	0.1914489318
990	0.1913561714
991	0.1912152167
992	0.1909924271
993	0.190903087
994	0.1908658464
995	0.190702788
996	0.1906108834
997	0.1904468432
998	0.1903485014
999	0.1901174176
